phrase,label,confidence,source
just a simple starter combo viego shouts angrily why didnt it work,0,0.976,LoL/Viego
cleverness is a tool of the cowardly try getting good,1,0.937,LoL/Viego
viego chuckles pompously,0,0.981,LoL/Viego
viego shouts in effort,0,0.978,LoL/Viego
viego shouts in effort,0,0.978,LoL/Viego
viego shouts in effort,0,0.978,LoL/Viego
viego shouts in effort,0,0.978,LoL/Viego
isolde demands it,0,0.936,LoL/Viego
lets give them a show,0,0.99,LoL/Viego
for all to see,0,0.979,LoL/Viego
you do not scare me creature the eye showed me true terror,1,0.992,LoL/Viego
guide my blade,0,0.964,LoL/Viego
viego shouts in effort,0,0.978,LoL/Viego
viego shouts in effort,0,0.978,LoL/Viego
she is with me,0,0.989,LoL/Viego
viego laughs triumphantly,0,0.984,LoL/Viego
viego laughs triumphantly,0,0.984,LoL/Viego
viego laughs loudly and triumphantly,0,0.982,LoL/Viego
viego grunts in frustration,0,0.97,LoL/Viego
viego grunts in frustration,0,0.97,LoL/Viego
viego grunts in frustration,0,0.97,LoL/Viego
viego grunts in frustration,0,0.97,LoL/Viego
you are the windandmy wings,1,0.945,LoL/Viego
cloud of the eye,0,0.95,LoL/Viego
viego hums grumbling,0,0.976,LoL/Viego
viego grumbles vigorously,0,0.965,LoL/Viego
with all her strength,0,0.928,LoL/Viego
viego huffs and grunts forcefully,0,0.946,LoL/Viego
viego huffs and grunts forcefully,0,0.946,LoL/Viego
come back when your soul hastrulyawakened,1,0.983,LoL/Viego
the eye has shown me the futureyou were not in it,1,0.986,LoL/Viego
bow to the eyebowto me,1,0.98,LoL/Viego
repeat after me ill never take on the eye again,1,0.97,LoL/Viego
you worthy of your souls desire viego laughs derisively and victoriously,1,0.979,LoL/Viego
your soul was a gift evelynn you were unworthy to wield it,1,0.991,LoL/Viego
you meddled in things you didnt understand gwen life and death are a gods game,1,0.984,LoL/Viego
for shame jhin your sadism directionless your performance mediocre,1,0.983,LoL/Viego
in time you will be forgotten lux i hope that brings you comfort,1,0.968,LoL/Viego
go back to the beyond not all were meant to return,1,0.987,LoL/Viego
samira you died without fear admirable,1,0.967,LoL/Viego
go home sett be a family man,0,0.903,LoL/Viego
your failure all part of the eyes plan shaco,1,0.927,LoL/Viego
the first ofmanyin her name,0,0.967,LoL/Viego
the eyes promise fulfilled isoldereturns to me,1,0.987,LoL/Viego
one step closer to ending her suffering,1,0.938,LoL/Viego
towers are good for ranking but nothing more,0,0.983,LoL/Viego
your monument crumbles as it should,1,0.9,LoL/Viego
the beasts of this jungle a simpletestfor an awakened soul,1,0.988,LoL/Viego
there is no room in my land for soulless beasts,1,0.988,LoL/Viego
your wisdom is now mine golem so sayeth the eye,1,0.984,LoL/Viego
ah this fallen spirits flamegiven to me by the eye,1,0.987,LoL/Viego
dragon no just a puppet flapping in your strings,0,0.951,LoL/Viego
a dragon is no match for the eye,1,0.907,LoL/Viego
a soul stolen for her,1,0.983,LoL/Viego
you built a nice business hereibuilt a media empire,0,0.958,LoL/Viego
overpriced trinkets still they have their use,0,0.982,LoL/Viego
soul power courses through me,1,0.965,LoL/Viego
my soul grows stronger,1,0.978,LoL/Viego
the eye gives to those who serve it true,1,0.978,LoL/Viego
nowhere to be seen,0,0.99,LoL/Viego
i will be there,0,0.99,LoL/Viego
into the unknown isoldebetter there with you than here alone,1,0.988,LoL/Viego
this respite is only temporary she will have athousandsouls before i rest,1,0.962,LoL/Viego
there is nothing for me in this arenanothing,0,0.928,LoL/Viego
announcer broadcast my retreat and you will find yourself out of a job,0,0.907,LoL/Viego
eye grant me your power return me to my love,1,0.975,LoL/Viego
our souls reunited at last,1,0.933,LoL/Viego
ahh looks like weve got ourselves arealmatch,0,0.984,LoL/Viego
i have downloaded my opponents moves it did not take long,0,0.981,LoL/Viego
i heard her songoursong a record of our broken time,1,0.939,LoL/Viego
icannotbe halted not until the deed is done,1,0.983,LoL/Viego
the eye wills it and so i return,1,0.931,LoL/Viego
a muffled version of soul fighter theme plays,0,0.948,LoL/Viego
a muffled version of soul fighter theme plays,0,0.948,LoL/Viego
a muffled version of soul fighter theme plays,0,0.948,LoL/Viego
awake o lord wouldst thou reject us forever why do you hide your face and forget us,1,0.99,LoL/Viego
street fighter ii,0,0.988,LoL/Viego
street fighter ii,0,0.988,LoL/Viego
nice to meet you im hungry i mean briar,0,0.973,LoL/Briar
ahh is this what people call strategy,0,0.992,LoL/Briar
lets see today im going to climb a tree learn the noxian anthem kill my enemies and oh make a baby laugh,1,0.972,LoL/Briar
okay so i can go that way oh that way or that way ugh so many choices how do you all get anything done,0,0.983,LoL/Briar
whose blood are we gonna spill today i mean drink no share ugh what else do you do with blood,1,0.987,LoL/Briar
ah finally i needed a break from the city dont care where im going as long as im moving,0,0.941,LoL/Briar
ears have a nice mouthfeel very chewy,0,0.975,LoL/Briar
is life the hunger of death,1,0.991,LoL/Briar
hmm when people talk about their first language why isnt body language an option,0,0.973,LoL/Briar
it is not polite to nibble on friends,0,0.971,LoL/Briar
aww my hairs fading already and im fresh outta blood,1,0.984,LoL/Briar
is not choosing a choice no yes yes,0,0.966,LoL/Briar
argh moving on four limbs was so much easier,0,0.968,LoL/Briar
my teeth are bored,0,0.96,LoL/Briar
now that i think about it fighters are honest but its the liars who start wars,1,0.956,LoL/Briar
my stomachs louder than my mouth,1,0.937,LoL/Briar
what were the principles of strength again look the enemy in the eyes hit them before they hit you and be the last one standing,1,0.987,LoL/Briar
im not a picky eaterwhether its a splash of blood a bloody limb cold blood warm blood ill try it all,1,0.99,LoL/Briar
todays mystery handshakes whyare they testing strength or maybe marking each others scents hmm,0,0.943,LoL/Briar
i once heard someone say theyre having friends for dinner briar giggles madly and people sayimhungry,0,0.969,LoL/Briar
when i cut loose i feel hear and see everything i can just be,1,0.986,LoL/Briar
see these wax seals on my belt briar chuckles triumphantly yeah i earnedallof them,0,0.95,LoL/Briar
prey weak and briar coughs and then chuckles nervously sorry old habit uhh hi,0,0.952,LoL/Briar
youre nervous is it the pillory i can take it off,0,0.944,LoL/Briar
we fightsodifferently sionyoure like eurrghhhh and im like nomnomnomnomnomnomnom you know,0,0.963,LoL/Briar
soo you uh you want me to call you vlad or dad,0,0.965,LoL/Briar
bwaaahhh heh scared ya,0,0.982,LoL/Briar
huh never noticed how tongues just kinda flllop around behind your teeth,0,0.938,LoL/Briar
oh i was supposed to laugh at that ehe um ha ha ha ha haa,0,0.984,LoL/Briar
briar giggles nom nom nom nom nom nom,0,0.978,LoL/Briar
they always run briar laughs,0,0.983,LoL/Briar
just a bite,0,0.988,LoL/Briar
ill savor this,0,0.99,LoL/Briar
this makes us friends,0,0.986,LoL/Briar
who gets first bite,0,0.983,LoL/Briar
i wasmadefor this,0,0.989,LoL/Briar
you like fighting too,0,0.984,LoL/Briar
isnt this fun,0,0.989,LoL/Briar
aww loosen up,0,0.989,LoL/Briar
briar growls no blood for you sion,1,0.988,LoL/Briar
i dont like you sion,0,0.982,LoL/Briar
ooh talon show me your blades,0,0.971,LoL/Briar
not sharp enough talon,0,0.978,LoL/Briar
you smile in fear vlad,1,0.97,LoL/Briar
wow your mouth ishuge,0,0.96,LoL/Briar
a familysized meal forme,0,0.984,LoL/Briar
briar imitates a wolf howl and then chuckles to herself,0,0.956,LoL/Briar
just one pat,0,0.989,LoL/Briar
you protect i attack,1,0.984,LoL/Briar
yes new toothpicks,0,0.987,LoL/Briar
scuttle right into my mouth,0,0.921,LoL/Briar
herald huh that a title or a name,0,0.976,LoL/Briar
gotta work on that posture heraldtake it from me,0,0.985,LoL/Briar
ivealwayswanted a dragonskin belt,0,0.962,LoL/Briar
mm i love a good pair of wings,0,0.982,LoL/Briar
wait youre a baron,0,0.966,LoL/Briar
hey nashor you full of blood or sludge briar gasps in excitement or both,1,0.97,LoL/Briar
briar snarls in great effort,0,0.978,LoL/Briar
ooh that was fun,0,0.991,LoL/Briar
lets go again,0,0.99,LoL/Briar
briar shouts in effort,0,0.977,LoL/Briar
briar shouts in effort,0,0.977,LoL/Briar
briar growls madly,0,0.948,LoL/Briar
briar growls madly,0,0.948,LoL/Briar
briar growls madly,0,0.948,LoL/Briar
briar growls madly,0,0.948,LoL/Briar
im nippy when im hungry,0,0.942,LoL/Briar
killings different now like food i cant swallow,1,0.939,LoL/Briar
coulda used some more selfcontrol briar gasps likeme,0,0.98,LoL/Briar
blood briar clears her throat blooood,1,0.962,LoL/Briar
hands off my meal,0,0.978,LoL/Briar
a new taste,0,0.989,LoL/Briar
traitorous talon you chose this,0,0.97,LoL/Briar
youve become lazy vlad,0,0.918,LoL/Briar
all the blood is mine,1,0.985,LoL/Briar
whoa caneverybodydo this,0,0.989,LoL/Briar
but im not full yet,0,0.982,LoL/Briar
did that happen because i hadtoomuch control or not enough briar hums to herself and then sighs dismissively,0,0.974,LoL/Briar
briar grunts victoriously while catching her breath i did it i failed the same way everyone else does averagely,0,0.95,LoL/Briar
idle 1 sfx,0,0.991,LoL/Briar
idle 2 sfx,0,0.991,LoL/Briar
homeguard intro sfx,0,0.99,LoL/Briar
homeguard footfall sfx,0,0.987,LoL/Briar
homeguard footfall sfx,0,0.987,LoL/Briar
homeguard footfall sfx,0,0.987,LoL/Briar
homeguard footfall sfx,0,0.987,LoL/Briar
idle 1 sfx,0,0.991,LoL/Briar
idle 2 sfx,0,0.991,LoL/Briar
homeguard intro sfx,0,0.99,LoL/Briar
laugh start sfx,0,0.991,LoL/Briar
laugh swipe sfx,0,0.991,LoL/Briar
laugh swipe sfx,0,0.991,LoL/Briar
laugh swipe sfx,0,0.991,LoL/Briar
laugh swipe sfx,0,0.991,LoL/Briar
laugh swipe sfx,0,0.991,LoL/Briar
laugh swipe sfx,0,0.991,LoL/Briar
laugh start sfx,0,0.991,LoL/Briar
basic attack a cast sfx,0,0.986,LoL/Briar
basic attack a cast sfx,0,0.986,LoL/Briar
basic attack a cast sfx,0,0.986,LoL/Briar
basic attack a cast sfx,0,0.986,LoL/Briar
basic attack b cast sfx,0,0.987,LoL/Briar
basic attack b cast sfx,0,0.987,LoL/Briar
basic attack b cast sfx,0,0.987,LoL/Briar
basic attack b cast sfx,0,0.987,LoL/Briar
blood frenzy basic attack cast sfx,0,0.931,LoL/Briar
blood frenzy basic attack cast sfx,0,0.931,LoL/Briar
blood frenzy basic attack cast sfx,0,0.931,LoL/Briar
blood frenzy basic attack cast sfx,0,0.931,LoL/Briar
basic attack a cast sfx,0,0.986,LoL/Briar
basic attack a cast sfx,0,0.986,LoL/Briar
basic attack a cast sfx,0,0.986,LoL/Briar
basic attack a cast sfx,0,0.986,LoL/Briar
blood frenzy basic attack cast sfx,0,0.931,LoL/Briar
blood frenzy basic attack cast sfx,0,0.931,LoL/Briar
blood frenzy basic attack cast sfx,0,0.931,LoL/Briar
blood frenzy basic attack cast sfx,0,0.931,LoL/Briar
basic attack a hit sfx,0,0.985,LoL/Briar
basic attack a hit sfx,0,0.985,LoL/Briar
basic attack b hit sfx,0,0.984,LoL/Briar
basic attack b hit sfx,0,0.984,LoL/Briar
basic attack b hit sfx,0,0.984,LoL/Briar
basic attack b hit sfx,0,0.984,LoL/Briar
blood frenzy basic attack hit sfx,0,0.907,LoL/Briar
blood frenzy basic attack hit sfx,0,0.907,LoL/Briar
blood frenzy basic attack hit sfx,0,0.907,LoL/Briar
blood frenzy basic attack hit sfx,0,0.907,LoL/Briar
basic attack trailing sfx on metal,0,0.977,LoL/Briar
basic attack trailing sfx on metal,0,0.977,LoL/Briar
basic attack trailing sfx on metal,0,0.977,LoL/Briar
basic attack trailing sfx on metal,0,0.977,LoL/Briar
basic attack trailing sfx on stone,0,0.978,LoL/Briar
basic attack trailing sfx on stone,0,0.978,LoL/Briar
basic attack trailing sfx on stone,0,0.978,LoL/Briar
basic attack trailing sfx on stone,0,0.978,LoL/Briar
basic attack trailing sfx on wood,0,0.978,LoL/Briar
basic attack trailing sfx on wood,0,0.978,LoL/Briar
basic attack trailing sfx on wood,0,0.978,LoL/Briar
basic attack trailing sfx on wood,0,0.978,LoL/Briar
basic attack a hit sfx,0,0.985,LoL/Briar
basic attack a hit sfx,0,0.985,LoL/Briar
basic attack a hit sfx,0,0.985,LoL/Briar
basic attack a hit sfx,0,0.985,LoL/Briar
blood frenzy basic attack hit sfx,0,0.907,LoL/Briar
blood frenzy basic attack hit sfx,0,0.907,LoL/Briar
blood frenzy basic attack hit sfx,0,0.907,LoL/Briar
blood frenzy basic attack hit sfx,0,0.907,LoL/Briar
head rush cast sfx,0,0.99,LoL/Briar
head rush target hit sfx,0,0.988,LoL/Briar
head rush cast sfx,0,0.99,LoL/Briar
head rush target hit sfx,0,0.988,LoL/Briar
blood frenzy cast sfx,0,0.974,LoL/Briar
blood frenzy buff active sfx,0,0.927,LoL/Briar
blood frenzy cast sfx,0,0.974,LoL/Briar
blood frenzy buff active sfx,0,0.927,LoL/Briar
blood frenzy jump sfx,0,0.968,LoL/Briar
blood frenzy run sfx,0,0.967,LoL/Briar
blood frenzy run sfx,0,0.967,LoL/Briar
blood frenzy run sfx,0,0.967,LoL/Briar
blood frenzy run sfx,0,0.967,LoL/Briar
snack attack cast sfx self only,0,0.981,LoL/Briar
snack attack cast sfx self only,0,0.981,LoL/Briar
certain death cast sfx,0,0.938,LoL/Briar
certain death cast end sfx,0,0.901,LoL/Briar
certain death cast trailing sfx heartbeat,1,0.98,LoL/Briar
certain death target hit sfx self only,0,0.928,LoL/Briar
certain death cast sfx,0,0.938,LoL/Briar
certain death cast end sfx,0,0.901,LoL/Briar
certain death target hit sfx self only,0,0.928,LoL/Briar
we give chase,0,0.981,LoL/Naafiri
we wont be muzzled,0,0.958,LoL/Naafiri
let the world hear our howls and know that death awaits,1,0.988,LoL/Naafiri
thedarkinrise five sets of teeth in a ravenous maw,1,0.971,LoL/Naafiri
what chance will the world have when the darkin hunt as one,1,0.991,LoL/Naafiri
calloused by the burning sands ofshurima what can harm us in this place,1,0.989,LoL/Naafiri
its not the strongest who surviveits the most united,1,0.93,LoL/Naafiri
why beg for scraps our meal is the entire feast,1,0.983,LoL/Naafiri
the jaws of victory have many teeth,1,0.958,LoL/Naafiri
you learn a lot with your nose to the ground,0,0.915,LoL/Naafiri
let us expand our feeding grounds,0,0.972,LoL/Naafiri
lets get some blood on our muzzles,0,0.916,LoL/Naafiri
the best defense is to bite first,0,0.911,LoL/Naafiri
the lone dog eats small game,0,0.975,LoL/Naafiri
even the strongest can be overwhelmed,1,0.949,LoL/Naafiri
find their burrows ravage their warrens,1,0.99,LoL/Naafiri
we do not cower from a raised hand,1,0.966,LoL/Naafiri
humans are pettytear at their pride,1,0.986,LoL/Naafiri
what game skitters by unaware of death,1,0.986,LoL/Naafiri
unbroken and unleashed,1,0.957,LoL/Naafiri
humans use more words but say less,0,0.974,LoL/Naafiri
weve picked up a scent,0,0.983,LoL/Naafiri
nothing tastes better than the heels of fleeing prey,1,0.98,LoL/Naafiri
one covers less ground on two legs,0,0.921,LoL/Naafiri
when the moment is right,0,0.986,LoL/Naafiri
ahhh the stench of panic,1,0.92,LoL/Naafiri
i couldve led them i couldve dominated but there is noi onlywe,0,0.934,LoL/Naafiri
our kind had such a proving ground once all it proved was avarice,1,0.979,LoL/Naafiri
we never release our bite even if the blood chokes us,1,0.989,LoL/Naafiri
ego is an illusion a survival trick for a feeble mind,1,0.975,LoL/Naafiri
we track for a thousand years none can flee for that long,1,0.987,LoL/Naafiri
the tragedy of the kill is that it ends our chase,1,0.988,LoL/Naafiri
so the trail of stench ends here hello prey,1,0.982,LoL/Naafiri
it does not bark it is not brethren,1,0.939,LoL/Naafiri
youre a long way from the den pup,0,0.919,LoL/Naafiri
hear the gnashing of innumerable teeth,1,0.961,LoL/Naafiri
what creature isfoolenough to hunt in our domain,1,0.975,LoL/Naafiri
stubborn aatrox so driven to die,1,0.98,LoL/Naafiri
focus your rage aatrox the pack needs you,1,0.968,LoL/Naafiri
rhaast is that you love the new vessel,0,0.972,LoL/Naafiri
you always were the reasonable one varus so back away,0,0.972,LoL/Naafiri
do not pity us varuswe are now greater,1,0.986,LoL/Naafiri
wretched yordle whats the point of chasing something that doesnt try,0,0.926,LoL/Naafiri
a wolf with no pack no wonder you howl,1,0.966,LoL/Naafiri
we should thank you myisha you showed us the way,0,0.972,LoL/Naafiri
how fast can you run cat,0,0.99,LoL/Naafiri
it smells of the desert winds it is shuriman,1,0.96,LoL/Naafiri
naafiri gasps frivolously yordle,0,0.978,LoL/Naafiri
