phrase,label,source
'I am inevitable.',,LoL/Viego
'Ruin to all!',,LoL/Viego
'All shall know my pain.',,LoL/Viego
"'Stand aside, churl!'",,LoL/Viego
'This is my decree!',,LoL/Viego
'The mist beckons!',,LoL/Viego
'I will break your heart.',,LoL/Viego
'You face the ruined king.',,LoL/Viego
'Be one with the mist.',,LoL/Viego
'I must have her back!',,LoL/Viego
'Bring her back!',,LoL/Viego
'Return her to me!',,LoL/Viego
'You dare face a king?!',,LoL/Viego
'Love is my weapon!',,LoL/Viego
'She would want this!',,LoL/Viego
'You would stop me?',,LoL/Viego
'Tell me where she is!',,LoL/Viego
'Be brought to ruin.',,LoL/Viego
'My heart beckons!',,LoL/Viego
'Grant me passage!',,LoL/Viego
'Flow from me!',,LoL/Viego
'I take what is mine!',,LoL/Viego
'Surrender to me!',,LoL/Viego
'Your pain is nothing compared to mine.',,LoL/Viego
'The dead will not rest until I am whole once more.',,LoL/Viego
'Every living thing is my subject!',,LoL/Viego
"'Love is cruel. Yet, it will conquer.'",,LoL/Viego
'I will find my love again. You matter so little.',,LoL/Viego
'The weight of this moment is so much more than you.',,LoL/Viego
'This flesh will do.',,LoL/Viego
'You are not the hero of this tale. You are not anything.',,LoL/Viego
'Take me to her! Now!',,LoL/Viego
"'In death as in life, Hecarim. You will fight only for me.'",,LoL/Viego
"'You never believed in my rule, Kalista, and now, this is your fate.'",,LoL/Viego
"'Arise, death, and greet the king who conquered you back!'",,LoL/Viego
'Isolde... I could not see myself in your eyes.',,LoL/Viego
"'You are simply the latest to defy me, jailer.'",,LoL/Viego
"'So angry, uncle. It was one unanswered letter a thousand years ago.'",,LoL/Viego
'Isolde! I know it is you! Show yourself to me!',,LoL/Viego
'I demand this!',,LoL/Viego
'Give me your heart!',,LoL/Viego
'No power in this world can stop me!',,LoL/Viego
'You will serve!',,LoL/Viego
'Kill them! Kill them all!',,LoL/Viego
'This body is mine!',,LoL/Viego
"'Now, do as I say! Forward!'",,LoL/Viego
"'This body, is this what you desire?!'",,LoL/Viego
'All this carnage. Do you see?! I do it for you!',,LoL/Viego
"'She will reign again at my side, and I shall be ruined no more.'",,LoL/Viego
'The mist will consume all. My victory is simply a matter of time.',,LoL/Viego
'I cast myself upon this broken throne awaiting her return.',,LoL/Viego
An instrumental version of Aftershock plays.,,LoL/Viego
A piano part of Viego's theme plays.,,LoL/Viego
'The ruination cannot end. Not yet.',,LoL/Viego
'No. She remains in this world. I can feel it.',,LoL/Viego
"'In a world without love, death means nothing.'",,LoL/Viego
'This form is nothing to me!',,LoL/Viego
"'Fight, puppet! Fight for your king!'",,LoL/Viego
"'I command, you obey!'",,LoL/Viego
Ambient music plays.,,LoL/Viego
"'She's returned to me, binated soul; and soon, she'll be a shade no longer'",,LoL/Viego
'These wretched souls fight only for themselves.Ifight for her!',,LoL/Viego
"'I close my eyes and see her... This soul before me, a tormented memory.'",,LoL/Viego
"'I built it all for you, Isolde. The tournament in all its splendor--simply a path to our reunion.'",,LoL/Viego
'Each battle fought on my sacred ground: an unwitting sacrifice... to a slumbering god.',,LoL/Viego
'The Eye granted me unmatched power. But all its strength means nothing without her...',,LoL/Viego
"'The Eye prophesied that we would fight, Samira, I did not think it meant we'd fight together.'",,LoL/Viego
'Another Soul Fighter--I pray you've honed your power. To fail on a stage such as this would be a pity.',,LoL/Viego
"'I had no strength, save the strength I found in her!'",,LoL/Viego
"'Guide me, my love.'",,LoL/Viego
'I will not waste the Eye's gift!',,LoL/Viego
'And so the fight begins!',,LoL/Viego
'I've seen every move--none have impressed me.',,LoL/Viego
"'My heart is heavy, but my soul...My soulis on fire!'",,LoL/Viego
'Forged by loss; tempered by the Eye.',,LoL/Viego
"'All the souls in the world, for her!'",,LoL/Viego
'Your soul's desire? Next to mine... Insignificant.',,LoL/Viego
"'It was her beauty that woke me; not the Eye, but her!'",,LoL/Viego
'These lands would make a fine place for a tournament.',,LoL/Viego
'No rule says the hostcan'tenter thetourney...',,LoL/Viego
"'Glory in the Ring fades,loveis eternal!'",,LoL/Viego
"'I looked in her eyes, and saw love eternal.'",,LoL/Viego
"'She is here, yet... I miss her still. Why...?'",,LoL/Viego
"'Even in lands beyond our own, our souls cannot dissever.'",,LoL/Viego
"'Each fight, eachsacrifice, is for you, Isolde.'",,LoL/Viego
'Viego has entered the arena!',,LoL/Viego
"'You are bound to me, Isolde, the Eye willed it!'",,LoL/Viego
"'Faceless benefactor, uncharitable host... Shattered soul.'",,LoL/Viego
'Only a failure abandons his heart.',,LoL/Viego
'Isolde is... broken. But I-- I can fix her!',,LoL/Viego
'Not slave to the Eye; I am the god's equal!',,LoL/Viego
"'The lands beyond cannot containhertrue soul...' Viego huffs in despair. 'She waits for me, while my torturous hours tick by.'",,LoL/Viego
"'It called to me, the One-Eyed God--I alone was chosen.'",,LoL/Viego
'Gaze not upon me. This Eye emblazoned on my chest will gaze back!',,LoL/Viego
"'Why should power only be granted to those whoearnit? Fairness? An excuse, of the weak.'",,LoL/Viego
'I feel no pity for the ones who fight beneath me... Their souls are a fair trade for spectacle...!',,LoL/Viego
"'The promise of the Eye clouds all fighters' judgements, butmyvision is clear.'",,LoL/Viego
"'Souls arrive in droves, tofightfor my approval; for my prize; for my... love.'",,LoL/Viego
"'All the riches of my tournament, the profits of the world... do a soulless man no favors.'",,LoL/Viego
"'Ahh, a challenger approaches!'",,LoL/Viego
'You call that an entrance?! Pathetic!',,LoL/Viego
"'A fighter! I draw my sword in your name, Isolde.'",,LoL/Viego
"'I can sense your soul. All that power,wastedon a wretch.'",,LoL/Viego
"'You've caught my eye, fighter--come! Test your skill!'",,LoL/Viego
"'Did you just look atme?! How dare you, close your eyes!'",,LoL/Viego
"'Tread carefully, challenger--tourneyrules do not apply here.'",,LoL/Viego
"'We are alike, Evelynn: subject to an uncaring world, but given a chance to tip the scales.'",,LoL/Viego
"'You could have saved her, Gwen! Had you been alive when she was was lost, you could have saved my love...'",,LoL/Viego
"'I admire your showmanship, Jhin. From one fighter to another: good luck.'",,LoL/Viego
"'You left behind a life of riches, Lux... What were you thinking...?'",,LoL/Viego
"'Ah, Naafiri. They gave you the strength of a god, let's see youuse it!'",,LoL/Viego
"'You've seen her, Pyke, my Isolde... Tell me where she lies!!'",,LoL/Viego
"'Samira! No training can prepare you for your reckoning, the Eye will laywasteto you!'",,LoL/Viego
"'Your muscle does little to mask the petulant child beneath, Sett.'",,LoL/Viego
"'Shaco, my old friend, your betrayal is... predictable!'",,LoL/Viego
Viego shouts sharply in effort.,,LoL/Viego
A taunt?!' Viego chuckles slyly. 'Save your words for surrender.,,LoL/Viego
'Just a simple starter combo...' Viego shouts angrily. 'WHY DIDN'T IT WORK?!,,LoL/Viego
'Cleverness is a tool of the cowardly. Try... getting good.',,LoL/Viego
Viego chuckles pompously.,,LoL/Viego
Viego shouts in effort.,,LoL/Viego
'Isolde demands it!',,LoL/Viego
'Let's give them a show!',,LoL/Viego
'For all to see!',,LoL/Viego
'The Eye hungers.',,LoL/Viego
"'You do not scare me, creature! The Eye showed me true terror!'",,LoL/Viego
"'Strike true, Isolde!'",,LoL/Viego
'Guide my blade!',,LoL/Viego
Viego huffs forcefully.,,LoL/Viego
'She is with me!',,LoL/Viego
"'Go forth, Isolde!'",,LoL/Viego
Viego laughs triumphantly.,,LoL/Viego
Viego laughs loudly and triumphantly.,,LoL/Viego
Viego grunts in frustration.,,LoL/Viego
'You are the windandmy wings!',,LoL/Viego
'Cloud of the Eye!',,LoL/Viego
"Viego hums, grumbling.",,LoL/Viego
Viego grumbles vigorously.,,LoL/Viego
'With all her strength!',,LoL/Viego
Viego huffs and grunts forcefully.,,LoL/Viego
"'Theywillbe my puppets, theywillfight for me!'",,LoL/Viego
'Come back when your soul hastrulyawakened.',,LoL/Viego
"'The Eye has shown me the future--you, were not in it.'",,LoL/Viego
"'Bow to the Eye,bowto me.'",,LoL/Viego
'Repeat after me: 'I'll never take on the Eye again'!',,LoL/Viego
"'You, worthy of your soul's desire?' Viego laughs derisively and victoriously.",,LoL/Viego
"'Your soul was a gift, Evelynn. You were unworthy to wield it.'",,LoL/Viego
"'You meddled in things you didn't understand, Gwen. Life and death are a god's game!'",,LoL/Viego
"'For shame, Jhin. Your sadism, directionless; your performance... mediocre.'",,LoL/Viego
"'In time, you will be forgotten, Lux. I hope that brings you comfort.'",,LoL/Viego
'Go back to the beyond... Not all were meant to return!',,LoL/Viego
"'Samira, you died without fear... Admirable.'",,LoL/Viego
"'Go home, Sett, be a family man!'",,LoL/Viego
"'Your failure: all part of the Eye's plan, Shaco.'",,LoL/Viego
'The first ofmanyin her name!',,LoL/Viego
"'The Eye's promise, fulfilled; Isoldereturns to me!'",,LoL/Viego
'One step closer to ending her suffering.',,LoL/Viego
"'Towers are good for ranking, but nothing more.'",,LoL/Viego
'Nothing can withstand my strength.',,LoL/Viego
'Your monument crumbles. ...As it should.',,LoL/Viego
"'The beasts of this jungle, a simpletestfor an awakened soul.'",,LoL/Viego
'There is no room in my land for soulless beasts!',,LoL/Viego
'Soulless creatures are butfodderfor the Eye.',,LoL/Viego
"'Your wisdom is now mine, golem. So sayeth the eye!'",,LoL/Viego
"'Golem, you were a worthy sacrifice!'",,LoL/Viego
"'Your offering to the Eye is noted, tree!'",,LoL/Viego
"'Ah, this fallen spirit's flame--given to me by the Eye!'",,LoL/Viego
"'Dragon? No! Just a puppet, flapping in your strings.'",,LoL/Viego
'A dragon is no match for the Eye!',,LoL/Viego
"'A soul, stolen for her!'",,LoL/Viego
'The power is mine!',,LoL/Viego
'You built a nice business here--Ibuilt a media empire.',,LoL/Viego
"'Overpriced trinkets... Still, they have their use.'",,LoL/Viego
"'Give it all to me, all of it!' Viego chuckles, then clears his throat in embarrassment. 'Sorry, force of habit.",,LoL/Viego
'Soul power courses through me.',,LoL/Viego
'My soul grows stronger.',,LoL/Viego
'The Eye gives to those who serve it true.',,LoL/Viego
'Nowhere to be seen.',,LoL/Viego
'I will be there!',,LoL/Viego
"'Into the unknown, Isolde--better there with you, than here alone.'",,LoL/Viego
'A portal to safety--just one of the many perks of the Eye.',,LoL/Viego
'This respite is only temporary. She will have athousandsouls before I rest.',,LoL/Viego
"'There is nothing for me in this arena,nothing!'",,LoL/Viego
"'Announcer, broadcast my retreat and you will find yourself out of a job!'",,LoL/Viego
"'Eye, grant me your power, return me to my love!'",,LoL/Viego
"'Our souls, reunited, at last...'",,LoL/Viego
Viego groans in pain and exhales.,,LoL/Viego
Viego groans in pain and distress.,,LoL/Viego
"'Ahh, looks like we've got ourselves arealmatch.'",,LoL/Viego
"'I have downloaded my opponents' moves, it did not take long...!'",,LoL/Viego
"'The comeback of the century begins,now!'",,LoL/Viego
'I heard her song--oursong. A record of our broken time.',,LoL/Viego
"'Icannotbe halted, not until the deed is done!'",,LoL/Viego
'The Eye wills it and so I return.',,LoL/Viego
A muffled version of Soul Fighter theme plays.,,LoL/Viego
"'Awake, O lord, woulds't thou reject us forever? Why do you hide your face and forget us?'",,LoL/Viego
Street Fighter II,,LoL/Viego
The King of Fighters '98,,LoL/Viego
'Nice to meet you! I'm hungry. I mean... Briar!',,LoL/Briar
'Ahh... Is this what people call 'strategy'?',,LoL/Briar
'Remember. You can choose. Don't need to cut loose right away... You.Can. Choose.',,LoL/Briar
"'Let's see! Today, I'm going to... Climb a tree, learn the Noxian anthem, kill my enemies, and... Oh! Make a baby laugh.'",,LoL/Briar
"'Okay... so, I can go that way... oh, that way, or... that way. Ugh, so many choices! How do you all get anything done?!'",,LoL/Briar
"'Whose blood are we gonna spill today! I mean... drink. No... share? Ugh, what else do you do with blood...'",,LoL/Briar
"'Ah, finally. I needed a break from the city. Don't care where I'm going, as long as I'm moving.'",,LoL/Briar
'Ears have a nice mouthfeel. Very chewy.',,LoL/Briar
'Nature's more outta control than I am!',,LoL/Briar
'Is life the hunger of death...?',,LoL/Briar
"'Hmm... When people talk about their 'first language', why isn't 'body language' an option?'",,LoL/Briar
'It is not polite to nibble on friends!',,LoL/Briar
"'I might be a weapon, but now onlyIwield myself!'",,LoL/Briar
'Everyone's got a pillory of their own. Mine's just on the outside.',,LoL/Briar
'I don't lose control--Ifreemyself from control.',,LoL/Briar
"'Aww, my hair's fading already? And I'm fresh outta blood!'",,LoL/Briar
'Is 'not choosing' a choice? No... Yes! Yes.',,LoL/Briar
"'Argh, moving on four limbs was so much easier!'",,LoL/Briar
'My teeth are bored.',,LoL/Briar
'If I can taste through my nose... why can't Ieatthrough my nose?',,LoL/Briar
"'Now that I think about it... Fighters are honest, but it's the liars who start wars.'",,LoL/Briar
'Food doesn't have to be blood?! Ha.',,LoL/Briar
'My stomach's louder than my mouth...!',,LoL/Briar
Briar gasps. 'Of course! Mouths water... because they're crying for food!',,LoL/Briar
"'Noxus doesn't care if you're different, just that you're strong. And I'm strong... reeeeal strong!' Briar chuckles mischievously and then clears her throat.",,LoL/Briar
"'What were the principles of strength again? Look the enemy in the eyes, hit them before they hit you, and be the last one standing...?'",,LoL/Briar
'Books are magical! All I have to do is look at a bunch of squiggly lines and I become more powerful! Without any killing at all! Magic!',,LoL/Briar
"'I'm not a picky eater--whether it's a splash of blood, a bloody limb, cold blood, warm blood... I'll try it all!'",,LoL/Briar
'If sweaty animals are salty... does that mean there are sweet ones too? Ooh! Or sour?!',,LoL/Briar
"'Today's mystery: handshakes! Why--are they testing strength or, maybe, marking each other's scents? Hmm...'",,LoL/Briar
'People thinkwaytoo hard about fighting. Just point the strongest soldier toward the biggest enemy!' Briar chuckles in self-deprecation. 'Almost worked for me...',,LoL/Briar
'I once heard someone say they're having 'friends' for dinner' Briar giggles madly. 'And people sayI'mhungry!',,LoL/Briar
"'When I cut loose, I feel, hear, and see everything! I can just... be.'",,LoL/Briar
"'Everybodywantsto kill and eat, but they're all too embarrassed to do it!I'mnot!'",,LoL/Briar
"'Feels like my hunger's always talking to me... I never understand what it's saying, but I know it'sneverhappy.'",,LoL/Briar
'Hi! Is this the part where we break legs?',,LoL/Briar
'We don't have to fight! You could just... 'share' your blood!',,LoL/Briar
"'See these wax seals on my belt?' Briar chuckles triumphantly. 'Yeah, I earnedallof them.'",,LoL/Briar
"'PREY! WEAK AND...' Briar coughs and then chuckles nervously. 'Sorry, old habit, uhh... hi!'",,LoL/Briar
'You're nervous. Is it the pillory? I can take it off.',,LoL/Briar
"'Oh, Sion! You escaped too? And you're here... with me.'",,LoL/Briar
"'We fightsodifferently, Sion--you're like 'eurrghhhh', and I'm like, 'nomnomnomnomnomnomnom'. You know?'",,LoL/Briar
'(Whispering) Talon! Is this a brand new super-secret murder-mission?',,LoL/Briar
"'Hey Talon, uh, what's the point of sneaking up on your target if they're gonna die either way?'",,LoL/Briar
"'Soo... You uh, you want me to call you 'Vlad' or 'Dad'?'",,LoL/Briar
"'BWAAAHHH! Heh, scared ya.'",,LoL/Briar
"'Huh, never noticed how tongues just kinda... flllop around behind your teeth.'",,LoL/Briar
"'I'm not just a living weapon! I can do this, and this, and...this, too!' Briar chuckles madly.",,LoL/Briar
"'Oh, I was supposed to laugh at that! Ehe, um-- HA HA HA HA HAA!'",,LoL/Briar
Briar giggles. 'Nom nom nom nom nom nom!',,LoL/Briar
'They always run!' Briar laughs.,,LoL/Briar
'Just a bite!',,LoL/Briar
'I'll savor this.',,LoL/Briar
'I wanna see you lose control!',,LoL/Briar
'This makes us friends!',,LoL/Briar
'Who gets first bite?',,LoL/Briar
'I wasmadefor this!',,LoL/Briar
'You like fighting too?!',,LoL/Briar
'Isn't this fun?',,LoL/Briar
"'Aww, loosen up!'",,LoL/Briar
"Briar growls. 'No blood for you, Sion!'",,LoL/Briar
"'I don't like you, Sion!'",,LoL/Briar
"'Ooh, Talon! Show me your blades!'",,LoL/Briar
"'Not sharp enough, Talon!'",,LoL/Briar
